oid,ra,dec,Main identifier,Parrallax,Radial velocity,pmra,pmdec
661166,55.51374426296667,24.53707724029834,"Cl* Melotte   22     DH     205",7.2199,4.81491,19.16,-44.291
661146,55.51420893531042,25.377601707352223,"Cl* Melotte   22     DH     206",7.2057,14.617880532821895,20.092,-43.88
661759,55.51641777587916,22.42690924704417,"Cl* Melotte   22     DH     208",7.0234,5.551,19.351,-43.951
661854,55.536831888195,23.588092584476946,"Cl* Melotte   22     DH     212",7.2592,5.96312,19.04,-44.25
661134,55.57455163003125,24.11608007047667,"Cl* Melotte   22     DH     217",7.3201,29.625489866087342,20.988,-45.196
661471,55.67434584285959,24.004376094135555,"Cl* Melotte   22     DH     236",7.3611,23.072027874792663,19.455,-46.511
661819,55.684811466060005,23.10453059040278,"Cl* Melotte   22     DH     240",7.6459,7.290952363837165,20.178,-46.431
661801,55.70374720490708,23.580209764539998,"Cl* Melotte   22     DH     242",7.4107,45.28065387626149,21.679,-46.491
661770,55.74673177212874,22.900904156038614,"Cl* Melotte   22     DH     248",7.7345,7.027,20.034,-44.55
662083,55.74896479933958,22.42426482175611,"Cl* Melotte   22     DH     249",7.4518,7.25,21.407,-44.39
661956,55.81915548558458,23.833786612664444,"Cl* Melotte   22     DH     258",7.2673,17.678761060138275,20.11,-45.417
661182,55.86234194073,24.45279969441,"Cl* Melotte   22     DH     267",8.1865,6.85605,21.042,-49.69
661752,55.90458572999625,23.642293300649726,"Cl* Melotte   22     DH     278",7.3805,4.9901,19.871,-44.616
661195,55.932105593978335,24.48773783085833,"Cl* Melotte   22     DH     285",7.3249,6.51263,19.113,-46.178
661147,55.96992992380042,25.49182861219361,"Cl* Melotte   22     DH     298",7.2329,20.712660278913287,20.384,-45.444
661389,56.03998159026416,24.58956962157306,"Cl* Melotte   22     DH     314",7.2343,6.0533,20.894,-44.314
661148,56.04480399256709,25.627354196765832,"Cl* Melotte   22     DH     316",7.3198,18.13,19.599,-46.149
661149,56.110551718470404,24.486534745006388,"Cl* Melotte   22     DH     338",7.0657,5.34118,20.99,-41.947
661755,56.132140584049175,23.59062545939944,"Cl* Melotte   22     DH     345",7.2495,6.31867,20.501,-45.036
661763,56.17424374718333,22.464547653998054,"Cl* Melotte   22     DH     352",7.5525,6.43,22.077,-45.372
661585,56.221715928902086,24.018540740196663,"Cl* Melotte   22     DH     359",7.574,10.052040876982383,20.617,-44.131
661838,56.23619491347001,23.606588051248334,"Cl* Melotte   22     DH     361",7.5,34.952803582794616,21.219,-46.279
661833,56.24172825374292,23.40866985472055,"Cl* Melotte   22     DH     362",7.4256,13.25682244361181,18.803,-44.674
661839,56.24411804231084,23.928079634424723,"Cl* Melotte   22     DH     363",7.2743,50.533016726499625,21.066,-45.625
674295,56.26199738360875,25.08885526294944,"Cl* Melotte   22     DH     368",7.3928,56.6457843751648,20.687,-45.788
675691,56.270795534294585,23.768498121076664,"Cl* Melotte   22     DH     372",7.5028,-15.250442200776385,20.577,-46.425
675706,56.28616863189083,22.641838630100274,"Cl* Melotte   22     DH     376",7.4746,52.535629889631785,22.014,-46.661
675408,56.287628828099166,25.547015733399167,"Cl* Melotte   22     DH     377",7.4909,19.43554428086271,19.884,-45.446
674330,56.34029521818709,24.543703055342224,"Cl* Melotte   22     DH     388",7.3427,73.65600796220102,19.751,-44.359
675445,56.35326403064251,24.345963013806944,"Cl* Melotte   22     DH     392",6.9753,69.88761599109962,19.667,-43.514
675714,56.360637121336254,22.525605938756666,"Cl* Melotte   22     DH     393",7.3304,45.35260112400219,19.916,-44.254
674328,56.429865097275005,26.04078157779528,"Cl* Melotte   22     DH     401",7.2866,55.53655255943324,20.261,-44.031
675704,56.55770776946125,22.70551351877222,"Cl* Melotte   22     DH     431",7.4466,31.412254742165764,19.323,-46.233
674337,56.574731270895825,24.685996414726393,"Cl* Melotte   22     DH     433",7.3733,4.90907,20.783,-44.528
674267,56.580937345796244,26.043277615624447,"Cl* Melotte   22     DH     436",7.4782,4.290029966695363,20.324,-45.982
674333,56.5828358919996,24.9835402194678,"Cl* Melotte   22     DH     437",8.0,4.80492,14.6,-42.76
675448,56.59594428245833,24.605044323462778,"Cl* Melotte   22     DH     442",7.3071,50.28418970919511,18.978,-43.61
674335,56.61251437207001,24.45394097721,"Cl* Melotte   22     DH     447",7.2039,7.02944,20.298,-44.708
675695,56.64804414512958,24.02653497902611,"Cl* Melotte   22     DH     458",7.5004,-23.806518445841835,19.069,-45.64
675727,56.6502617584175,23.07150164776444,"Cl* Melotte   22     DH     459",7.8342,6.79375,20.971,-46.88
675689,56.679930732867085,23.622801774808888,"Cl* Melotte   22     DH     466",7.3314,32.30863316446315,19.033,-44.734
675745,56.681623275342915,23.995138333255,"Cl* Melotte   22     DH     467",7.2863,6.38279,20.502,-45.336
674321,56.69658928168501,25.348152073391944,"Cl* Melotte   22     DH     469",7.5558,15.47,20.876,-46.924
674575,56.730459122092505,24.187993838768055,"Cl* Melotte   22     DH     478",7.2254,-20.328925628263313,20.393,-44.021
675688,56.730449802531666,23.38041596156639,"Cl* Melotte   22     DH     479",7.2947,22.907140767370436,18.858,-45.669
675702,56.74235328608666,23.560821645033055,"Cl* Melotte   22     DH     482",7.3552,9.12268426975352,20.163,-46.009
675717,56.74713193341,24.028587783639995,"Cl* Melotte   22     DH     484",7.1078,4.77224,19.231,-43.909
674324,56.747799687862496,24.879536286848886,"Cl* Melotte   22     DH     485",7.4689,9.26958292928266,20.278,-45.471
676781,56.78964114102583,23.432349932523888,"Cl* Melotte   22     DH     498",7.3061,38.958029909058936,20.743,-43.896
674346,56.84099199365333,25.89794011063361,"Cl* Melotte   22     DH     507",7.1719,0.37,20.302,-45.19
675729,56.86713636961916,23.448219689286944,"Cl* Melotte   22     DH     515",7.1909,5.45386,20.033,-44.36
675242,56.86842287300125,24.675906253028614,"Cl* Melotte   22     DH     517",7.3727,1.558920791297086,19.224,-47.196
674325,56.89234584156,25.71837154775166,"Cl* Melotte   22     DH     522",7.6735,11.314167137994575,20.199,-46.512
676807,56.89378226386375,24.039753819873617,"Cl* Melotte   22     DH     523",7.4938,41.96,19.013,-44.971
675685,56.90013028474957,23.47414321736944,"Cl* Melotte   22     DH     526",7.5485,66.36505832496037,19.302,-46.087
675697,56.936039197439165,23.700905501369164,"Cl* Melotte   22     DH     536",7.2529,17.049197557719182,20.328,-45.216
674329,56.94948706163001,25.226052480030003,"Cl* Melotte   22     DH     537",7.5,6.64562,18.78,-41.93
675692,56.96648483632041,23.663384952535544,"Cl* Melotte   22     DH     540",7.8092,28.768084323834305,20.614,-47.07
674923,57.03194892653915,25.315305082388893,"Cl* Melotte   22     DH     550",7.3639,10.6104,20.146,-49.211
676140,57.038358293560826,23.977994149336112,"Cl* Melotte   22     DH     553",7.2689,29.97025163669296,18.502,-46.785
676150,57.06358997546,23.700993651860003,"Cl* Melotte   22     DH     562",6.9889,6.41221,20.001,-45.048
676182,57.08260070159,23.60333552112,"Cl* Melotte   22     DH     568",7.3275,5.65183,20.808,-44.449
675251,57.08970874494125,24.578790306465276,"Cl* Melotte   22     DH     571",7.3027,15.73,18.458,-45.794
676131,57.09454930995542,23.461946825910275,"Cl* Melotte   22     DH     573",7.509,12.330463456599041,20.586,-45.142
675254,57.18351031567375,25.106283331669168,"Cl* Melotte   22     DH     589",7.3365,8.37020525081126,18.278,-46.0
674890,57.19031868334,25.700464721174445,"Cl* Melotte   22     DH     591",7.4183,25.58728699084946,18.322,-45.478
676421,57.19170294543917,24.17017983551778,"Cl* Melotte   22     DH     592",7.2666,30.81866377297841,19.046,-45.247
676151,57.24284630912,23.09422914796556,"Cl* Melotte   22     DH     595",7.3895,6.66724,20.627,-46.778
675256,57.29755141098416,24.240209633464165,"Cl* Melotte   22     DH     606",7.1856,29.562533843037016,19.355,-45.804
676130,57.37419090657374,23.648721040536945,"Cl* Melotte   22     DH     624",7.4006,3.804366412950707,19.231,-46.265
676453,57.38007259309083,23.688828719926107,"Cl* Melotte   22     DH     625",7.3621,-34.09,19.958,-44.524
674880,57.38667284060416,25.796417261448617,"Cl* Melotte   22     DH     628",7.371,50.104312864734496,19.71,-46.362
676201,57.48116967961041,24.101428383458337,"Cl* Melotte   22     DH     641",7.3053,18.467216429547406,18.96,-43.541
676817,57.55184920110751,23.926677416349172,"Cl* Melotte   22     DH     659",7.457,7.81123,20.692,-45.657
676820,57.613936260880415,23.379211911323615,"Cl* Melotte   22     DH     670",7.229,17.19009934085822,19.838,-44.854
676822,57.676792467325846,24.215443572103613,"Cl* Melotte   22     DH     683",7.3344,75.44277065700223,19.761,-44.79
676823,57.72438337503583,22.548065890427225,"Cl* Melotte   22     DH     686",7.2656,3.357,17.873,-45.123
675466,57.764998094510005,24.543161752751672,"Cl* Melotte   22     DH     691",7.4687,10.495734475785895,19.247,-46.168
676824,57.775496340800835,22.633580371153887,"Cl* Melotte   22     DH     694",7.5001,9.281574500785645,20.883,-45.905
676826,57.83115636513167,23.163779158633613,"Cl* Melotte   22     DH     703",7.2822,15.66115815996773,18.817,-43.442
674802,57.8495426567975,25.09800451570555,"Cl* Melotte   22     DH     708",7.2865,6.30226,19.06,-44.905
675405,57.891638974943746,24.569198939394454,"Cl* Melotte   22     DH     715",7.4212,47.780921074002684,20.343,-46.719
676570,57.89271318413125,23.797234575363614,"Cl* Melotte   22     DH     716",7.2421,11.613959697485042,19.108,-45.416
676831,57.92628608730708,24.361509532595836,"Cl* Melotte   22     DH     723",7.3367,47.816899060427474,19.795,-44.488
675268,58.01094934266583,25.10420304263278,"Cl* Melotte   22     DH     736",7.4098,10.411792384626388,18.402,-45.285
675270,58.07308635744209,24.455528479068054,"Cl* Melotte   22     DH     748",7.4085,17.16911436338765,19.248,-45.382
674803,58.13070928126292,25.25213686588056,"Cl* Melotte   22     DH     755",7.3404,6.70547,19.838,-45.545
675474,58.147137525624174,25.01800047978611,"Cl* Melotte   22     DH     758",7.9229,-4.059189761326021,20.881,-47.66
675273,58.18014228667501,24.466309406887504,"Cl* Melotte   22     DH     763",7.33,51.321469914631535,18.086,-44.691
674805,58.24642034948459,24.901543559134996,"Cl* Melotte   22     DH     775",7.295,6.05376,20.669,-45.248
676133,58.25675878132376,22.980101453001385,"Cl* Melotte   22     DH     776",7.4208,48.49742701439391,18.679,-45.228
676068,58.348777024472085,24.065037948836665,"Cl* Melotte   22     DH     783",7.2645,6.9105,19.433,-45.3
676077,58.61855019499582,24.32113799993972,"Cl* Melotte   22     DH     803",7.4196,6.49435,18.822,-46.757
676057,58.7873678922,24.08410253771,"Cl* Melotte   22     DH     812",7.3231,6.92,18.338,-45.317
661302,54.61829116757,24.45073458209,"Cl* Melotte   22     MT       9",0.3629,54.73,5.978,-7.672
661311,55.30507686388,23.82282255052,"Cl* Melotte   22     MT      25",0.3722,-39.79,0.61,-2.952
11286631,55.43300685456,25.08279905048,"Cl* Melotte   22     MT      26",0.0311,-26.4396,-0.194,-1.075
661958,55.55061246725,23.774942314910003,"Cl* Melotte   22     MT      30",18.1875,38.0,83.746,-80.016
661330,55.68497329882,24.421451901919998,"Cl* Melotte   22     MT      31",0.2869,26.0847,2.795,-1.287
3695722,56.16733888166,24.48771643523,"Cl* Melotte   22     MT      55",14.5814,-5.24,-67.058,87.21
675794,56.43079884486,22.40111547049,"Cl* Melotte   22     MT      64",0.4255,-15.48,1.306,-3.983
676265,57.10445629865,23.13022635935,"Cl* Melotte   22     MT      92",15.9476,34.07,93.613,-36.165
675026,58.64124793617666,24.826198679318054,"Cl* Melotte   22     MT     119",0.3721,-110.130997,2.14,-4.006
674806,58.2561632981,24.870164342580004,"Cl* Melotte   22     SK     141",7.6947,14.1508,1.377,-34.488
675276,58.2170545,25.1740073,"Cl* Melotte   22     SK     152",,70.333199,43.4,-74.3
675470,57.901689,25.228006,"Cl* Melotte   22     SK     220",,6.24075,16.0,-36.0
674798,57.02901716854,25.89618444323,"Cl* Melotte   22     SK     381",4.5274,30.86,16.197,-22.667
674338,56.813662027,25.11542306338,"Cl* Melotte   22     SK     432",7.7089,4.67645,20.305,-41.129
675630,56.7546228103,23.31673864522,"Cl* Melotte   22     SK     447",4.0089,13.22,-0.785,-41.208
674266,56.52348206597208,24.612357192221943,"Cl* Melotte   22     SK     488",7.3426,5.96237,21.318,-44.541
661039,55.986216421980004,25.26228522793,"Cl* Melotte   22     SK     596",7.4793,5.19374,19.992,-45.784
661751,55.78641802073,23.25205133989,"Cl* Melotte   22     SK     655",4.2892,-13.17,26.218,-49.629
661030,55.704609292455004,24.171062628816948,"Cl* Melotte   22     SK     668",6.929,6.39704,20.258,-43.759
661029,55.674595,24.1994662,"Cl* Melotte   22     SK     671",,5.84379,18.5,-41.6
661746,55.49449453899625,23.707338631096388,"Cl* Melotte   22     SK     709",7.3274,6.327,19.954,-45.753
661745,55.43819893965,22.882285846760002,"Cl* Melotte   22     SK     722",5.1348,14.14,0.559,-50.702
661019,55.18018306690999,25.1987855788,"Cl* Melotte   22     SK     754",5.8619,42.5182,38.36,-26.183
661017,55.110007591919995,24.089951171140005,"Cl* Melotte   22     SK     778",6.7126,3.40912,18.549,-42.009
675744,56.78826050614833,24.05217286792917,"Cl* Melotte   22     VM      21",7.3031,8.17817,19.443,-43.83
661463,55.3737142832,24.54074309342,"Cl* Melotte   22    BPL      22",3.596,2.41,23.731,-32.604
661467,55.48631408217,23.97870781044,"Cl* Melotte   22    BPL      30",5.7735,11.53,20.679,-32.272
661474,55.73565880468208,24.229379217411946,"Cl* Melotte   22    BPL      47",7.5359,10.330848459002278,19.902,-46.991
661478,55.87447085315999,24.26317648998,"Cl* Melotte   22    BPL      60",3.7838,-72.25,-0.668,-32.167
675221,56.47912293237,24.22393555079,"Cl* Melotte   22    BPL      82",6.831,5.06736,20.439,-46.255
675224,56.519013898599596,24.16556688285111,"Cl* Melotte   22    BPL      88",7.4971,-16.63548343299244,18.938,-44.621
676553,56.668336834014575,22.84439313806583,"Cl* Melotte   22    BPL     107",7.4981,29.091860026330743,20.177,-46.929
674327,56.75118850944333,24.473609265536666,"Cl* Melotte   22    BPL     120",7.5182,8.969790369792193,19.241,-44.787
675244,56.88330554618416,24.173595641201114,"Cl* Melotte   22    BPL     147",7.4907,-28.126529249912227,20.573,-45.742
674336,56.908540209240826,24.819746988405,"Cl* Melotte   22    BPL     151",7.3216,5.21584,18.776,-44.184
675712,56.97028877621083,22.992798628468336,"Cl* Melotte   22    BPL     160",7.1717,8.10405,17.458,-44.842
674887,57.09502490562333,24.814904760083333,"Cl* Melotte   22    BPL     176",7.455,5.202,20.026,-47.515
675255,57.21478358211,24.20480922531,"Cl* Melotte   22    BPL     193",8.8429,-1.15315,19.993,-27.83
676126,57.39772047823167,22.39066720797972,"Cl* Melotte   22    BPL     211",7.3998,12.975017786695126,19.471,-45.002
675275,58.207052697630004,25.01409718824,"Cl* Melotte   22    BPL     271",0.6352,-36.529202,5.067,-7.685
676584,58.24269354338,23.43863514183001,"Cl* Melotte   22    BPL     276",0.7634,6.65,9.049,-3.529
676147,58.502977767691,23.9830813249082,"Cl* Melotte   22    BPL     298",8.1,6.753,18.82,-49.02
676593,58.51132095573458,23.583676964865,"Cl* Melotte   22    BPL     301",7.4103,54.99992346350263,18.72,-46.105
661114,56.13401874624542,25.136807952995834,"Cl* Melotte   22    HHJ      68",7.6622,19.690367629238025,21.463,-48.073
661817,55.564018565718754,23.192016656883332,"Cl* Melotte   22    HHJ     109",7.2482,65.04297311579465,19.927,-45.173
676127,57.21109270311583,23.07507665721,"Cl* Melotte   22    HHJ     116",7.7684,-21.174340689651974,20.951,-48.334
661130,55.352827038747506,25.385021573577497,"Cl* Melotte   22    HHJ     117",7.1074,-21.318241728965017,19.447,-43.168
661132,55.446158234993334,25.006127334418057,"Cl* Melotte   22    HHJ     125",7.5134,-58.609426839529824,21.94,-45.307
661143,56.22538358383542,24.446372877596666,"Cl* Melotte   22    HHJ     183",7.6877,24.81981768954951,19.848,-46.019
676136,57.0723075149825,23.806590380684725,"Cl* Melotte   22    HHJ     188",7.161,23.836497919918603,19.836,-43.429
18771437,56.16221388087375,23.04046242873389,"Cl* Melotte   22    HHJ     189A",7.3276,41.35037187263465,21.883,-46.104
675705,56.81406822222125,23.43501749811417,"Cl* Melotte   22    HHJ     203",7.0697,63.48404918891156,20.608,-46.192
661832,56.05056781630625,23.877088418453894,"Cl* Melotte   22    HHJ     217",7.424,-23.443769863301043,19.993,-45.111
676141,57.06346802645959,23.434888927149167,"Cl* Melotte   22    HHJ     232",7.3535,9.28,18.677,-45.767
676143,57.385703243194996,23.41144295137111,"Cl* Melotte   22    HHJ     245",7.4881,20.733646347022468,20.361,-45.124
661802,55.93734754615792,23.05589156181555,"Cl* Melotte   22    HHJ     321",7.1837,5.36798,20.218,-44.391
675728,56.51790821514542,23.928035156125002,"Cl* Melotte   22    HHJ     363",7.0128,4.37644,18.579,-43.375
674340,56.836785784255,25.086770067346663,"Cl* Melotte   22    HHJ     417",7.2564,6.34846,18.659,-45.977
9042417,56.99518450899,23.48452070613,"Cl* Melotte   22    LLP     139",41.461,14.82,-61.252,-130.987
674574,56.72482171223959,24.132567675040836,"Cl* Melotte   22    MHO       8",7.1172,48.51541382632908,19.309,-44.324
661245,56.04913373425,25.39825241435,"Cl* Melotte   22    MSH      49",4.0057,3.7,27.825,-55.81
676174,57.49306482886249,23.709413236191942,"Cl* Melotte   22    MSK     211",7.2721,5.652,17.404,-44.875
674906,58.290627911070004,25.30016164973,"Cl* Melotte   22    SRS   31379",5.968,-32.19,7.691,-36.545
674912,57.77397620000001,25.452295,"Cl* Melotte   22    SRS   41773",,-17.638399,9.4,-31.8
674357,56.73885051971,25.506761802450004,"Cl* Melotte   22    SRS   61993",4.0638,12.87,30.609,-35.935
675747,56.52319281599042,23.757254655020557,"Cl* Melotte   22    SRS   66467",7.3094,1.7000030751258681,20.577,-44.183
674362,56.43767483026,25.381559749769995,"Cl* Melotte   22    SRS   67585",6.8634,-25.91,8.917,-41.183
675749,56.443636602221254,23.795358700751105,"Cl* Melotte   22    SRS   68346",7.0087,16.95326389505669,19.197,-45.353
661201,55.72543336151,24.41810222619,"Cl* Melotte   22    SRS   80119",4.7656,18.3,4.769,-48.003
661864,55.38524085959292,23.16172424192222,"Cl* Melotte   22    SRS   85203",7.5222,4.65,21.489,-45.996
661208,55.20767177423999,25.19918646268,"Cl* Melotte   22    SRS   87635",3.2141,-7.13,27.39,-36.564
676625,58.12261071995,23.929976071159995,"Cl* Melotte   22    TRU R53",2.0535,56.2,14.56,-12.145
676624,58.191908094489996,23.237768751140003,"Cl* Melotte   22    TRU R59",1.2084,31.15,6.872,-2.526
661053,54.86586988872583,23.894996680152502,"Cl* Melotte   22   PELS      11",7.3888,5.08367,21.165,-45.348
661760,55.8293148,22.449202,"Cl* Melotte   22   PELS      31",,6.06,22.5,-43.6
661761,56.04638159309,22.3241211002,"Cl* Melotte   22   PELS      33",5.7461,48.96,22.369,-35.702
675635,56.81216646469001,22.4700599585,"Cl* Melotte   22   PELS      53",3.3685,39.75,12.906,-35.66
674814,57.30166451635,25.81544862278,"Cl* Melotte   22   PELS      62",3.1558,19.02,15.334,-35.33
676066,57.51094789724,22.615036959800005,"Cl* Melotte   22   PELS      65",3.5061,3.55,24.012,-33.057
674815,58.16891554619999,24.803176365,"Cl* Melotte   22   PELS     148",2.647,46.383999,21.422,-33.553
676079,58.67959918215999,24.504627849209996,"Cl* Melotte   22   PELS     158",3.1159,-39.010735,8.619,-23.812
13402124,54.51014056994334,23.90985519777805,"DANCe J03380244+2354354",7.5107,36.559689433135205,21.554,-44.709
13402130,55.192929656127916,24.157191613162496,"DANCe J03404631+2409257",7.3138,9.890153025734165,21.152,-45.717
8376940,55.75580590616625,23.49187240463,"DANCe J03430140+2329304",7.5006,44.708051156460535,20.33,-46.807
8376894,56.045630608796245,24.812792496303892,"DANCe J03441096+2448456",7.3434,-2.884003484349083,19.087,-44.398
13402147,56.775402903034994,23.755637045531113,"DANCe J03470610+2345202",7.1414,18.404258225219863,18.266,-43.555
8376946,56.884095246275,23.30653382919584,"DANCe J03473219+2318234",7.3397,-15.391345074554032,20.729,-45.432
674716,58.04720894095208,24.930221588549998,"EGGR  25",7.7243,142.0956310605887,21.714,-47.755
676293,57.17851409637001,22.358614956929994,"GSC 01260-00642",0.5961,41.32,1.589,0.245
676871,57.150505056990006,22.27692240637,"GSC 01260-01016",1.3444,19.98,-3.053,6.625
661995,55.82093256252001,23.24666508904,"GSC 01799-01116",0.5633,19.01,0.862,0.913
675420,56.85423205087,25.053454745470003,"GSC 01804-02309",0.8552,23.7,9.89,-9.723
675209,56.98230110149,25.103892944120002,"GSC 01804-02464",2.5504,35.87,10.352,-10.009
675482,56.75063247999,25.091511042019995,"GSC 01804-02470",0.4569,40.2,2.14,-0.993
14720334,57.32014993500874,24.016638778656386,"Gaia DR2 66525096340629504",7.2529,15.268430103350168,17.882,-45.197
14746954,57.32706003121001,23.30024982023,"Gaia DR3 64929739330549760",2.4461,6.58,-1.706,-2.175
14864985,57.99547266735,23.40365246841,"Gaia DR3 65681702205297280",6.5742,40.58,42.891,0.138
13871181,56.83653896919,24.87449369843,"Gaia DR3 66833474994727424",2.783,-9.08,-1.375,-4.184
23331807,57.04128143641583,25.270036855076388,"Gaia DR3 66943185640494976",10.1162,-101.29,-36.104,-135.939
14866373,55.69708691977,25.0574989712,"Gaia DR3 68380178614648704",1.1433,-26.84,-1.403,-3.464
14865122,56.40322684921999,25.296818005309998,"Gaia DR3 69863759103710208",3.372,-2.18,-6.774,-6.561
16625001,56.49570533902,25.89718071237,"Gaia DR3 70036970839372544",4.5274,-37.89,9.104,-5.489
6347625,54.905987675240006,23.20729813614,"HAT 259-01455",12.1624,-11.04,-4.038,-47.615
6347590,54.656745128349996,24.66982512355,"HAT 259-01932",1.0291,-22.64,-1.899,-6.099
6347768,56.01827686633,26.02921296026,"HAT 259-02267",2.5768,-39.81,0.777,-21.317
6347616,54.85306659042,23.74564665641,"HAT 259-02326",2.7638,61.14,-1.609,5.582
6347603,54.76838868248,23.86247592177,"HAT 259-03140",13.0434,-16.09,-23.275,-6.16
6347704,55.58170894475,25.248553321500005,"HAT 259-03858",3.4211,14.92,14.86,-9.884
6347698,55.49553803325,25.690053405310003,"HAT 259-04166",0.7958,-28.69,-1.384,-6.738
6347784,56.12709186025,25.59433483412,"HAT 259-04180",1.766,-30.03,11.161,-12.036
6347648,55.10686839116,24.70268129176,"HAT 259-05165",0.9522,-21.02,2.287,-8.139
6347680,55.31662810488,22.880558808860002,"HAT 259-05278",0.5077,5.76,0.541,-6.245
6347678,55.29739113195999,24.553109640359995,"HAT 259-05733",0.6103,-35.93,-1.239,-1.145
6347744,55.8705522106,23.75466033252,"HAT 259-06461",2.8474,-15.5651,0.784,0.147
6347761,55.99676177540999,24.323173478100003,"HAT 259-07384",2.697,7.784,2.081,-7.643
6347719,55.69110821659999,22.8191456332,"HAT 259-07524",2.7889,13.57,8.659,-8.354
6347799,56.23462165862,24.80522637681,"HAT 259-07578",0.4228,2.52,1.95,-0.091
6347676,55.28887950448,23.76706013824,"HAT 259-07773",2.9958,-14.2305,4.591,-11.233
6347717,55.66452747304999,25.49578879698,"HAT 259-15398",0.332,35.24,0.341,0.32
6347931,57.16628150208,25.67699480421,"HAT 260-00472",0.5336,-10.06,2.993,-6.839
6347921,57.10733500199,22.65139456245,"HAT 260-01004",0.2223,22.4669,0.493,-0.354
6348061,58.11178669621,23.404006269830003,"HAT 260-01065",0.2991,51.614399,3.612,-2.803
6347886,56.79825330661,22.13338719624,"HAT 260-01903",0.2517,-26.47,-0.816,-0.105
6348047,57.995507399999994,23.4036639,"HAT 260-02940",,38.09,44.9,1.2
6348007,57.72058421442,22.78836540017,"HAT 260-03014",0.171,-37.868801,-0.199,-0.761
6348037,57.88468506258,23.912153358819996,"HAT 260-03379",3.6443,0.04,-6.297,-10.719
6347995,57.63678591781,24.56054513457,"HAT 260-03401",0.1785,17.58,0.465,-0.396
6347858,56.61093242711999,22.55320022103,"HAT 260-03943",5.9159,3.12,12.304,-8.672
6347830,56.43168781762001,25.92850460994,"HAT 260-03970",0.9875,44.01,-0.262,-0.689
6347918,57.08056186373,25.9056137512,"HAT 260-04050",1.6206,-19.11,-4.154,-3.274
6347869,56.73590178335,22.340541040739996,"HAT 260-04094",6.9712,-10.07,10.779,-25.705
6347920,57.08712742962,25.192201198639996,"HAT 260-04639",3.223,69.56,5.901,-0.253
6347872,56.7446314004,22.256093820800004,"HAT 260-04772",3.8679,-12.59,-36.804,1.15
6348042,57.93025141521,24.551687500489997,"HAT 260-04945",1.2962,51.08,8.532,1.932
6347901,56.93564948739,22.581034194460003,"HAT 260-05059",0.9659,-25.87,2.206,-4.332
6348001,57.66227398651999,22.912537832540004,"HAT 260-05242",5.7035,17.01,0.631,-11.128
6347917,57.07532335338,24.09677713234,"HAT 260-05380",0.3815,45.32,3.191,-2.603
6347801,56.2684479108,25.9841632123,"HAT 260-05710",3.525,14.65,11.689,-9.648
6347981,57.57964513716,25.224110758779997,"HAT 260-05797",0.3316,-20.41,1.766,-2.63
6347908,57.0303792625,22.720580644249996,"HAT 260-05927",2.9503,13.43,-4.441,-8.77
6347899,56.90499259475,22.19451918777,"HAT 260-05945",1.2627,69.75,13.714,0.532
6348093,58.32511320958125,23.906494449015,"HAT 260-06052",2.4441,41.37,8.767,-7.427
6348003,57.67674302545001,24.58698005725,"HAT 260-06287",3.9934,9.7,7.98,-11.629
6348063,58.12115806370999,23.379560471169995,"HAT 260-06293",3.7325,22.62,5.146,-19.93
6347846,56.53460249106,22.17977916372,"HAT 260-06466",1.7386,26.41,1.221,-4.398
6347994,57.63186551308999,23.306882817839995,"HAT 260-06475",4.6395,31.980499,12.427,-9.71
6347896,56.883881735020005,22.43163612108,"HAT 260-06486",5.0893,21.940399,3.53,-11.148
6347945,57.32820465442,25.564706910979996,"HAT 260-06734",4.9451,7.68,23.566,-18.364
6348092,58.32058533810999,24.97367146885,"HAT 260-07117",8.8055,8.36,2.59,-19.615
6348010,57.76068347515999,24.69912416434,"HAT 260-07185",3.4316,-32.93,3.122,-20.798
6347895,56.86844476785,22.639111230860003,"HAT 260-07304",2.5564,-11.24,1.457,-6.873
6347934,57.203439773330004,24.34231107656,"HAT 260-09694",0.2445,12.28,2.578,-1.419
6348039,57.911494559649995,25.55268812326,"HAT 260-09962",3.2385,-25.74,-6.327,-9.876
6347954,57.390063308100004,22.983972705689997,"HAT 260-11105",3.2906,-17.06,4.545,-10.313
6347876,56.75619424704999,22.46216711599,"HAT 260-11483",0.9957,-19.26,-0.392,-7.069
6347973,57.51462500755,24.76879304042,"HAT 260-12723",0.9197,-17.59,-6.148,-1.396
6347874,56.74828364085,23.20051021352,"HAT 260-13966",0.2791,-42.9,1.702,-7.079
6347971,57.50691375722,22.316273281690005,"HAT 260-14341",0.4531,-71.76,1.998,-3.25
6348000,57.65994928825,23.07238758581,"HAT 260-15065",3.3293,16.278,2.959,-7.769
6347894,56.86783055855,24.46647012174,"HAT 260-15338",1.3493,36.0,-1.599,4.855
6347888,56.82248855665,24.5094552613,"HAT 260-15376",0.6925,-10.89,3.335,-5.095
6347904,56.95474204562,23.318395483840003,"HAT 260-15511",1.2622,-14.92,-1.057,-3.213
6347835,56.44662829876,25.60607661455,"HAT 260-15558",1.0931,-35.73,-3.056,-6.013
6347979,57.55906613769001,22.39493583315,"HAT 260-17278",0.4762,34.0,1.184,-2.855
6348018,57.79419860647,22.8516350056,"HAT 260-17647",0.6483,11.49,7.326,-3.602
660918,54.43108264564,24.25914155307,"HD  22491",7.0629,54.0,20.906,-52.425
660877,54.64957895565,24.601626730890004,"HD  22569",8.753,-0.955971,3.302,-24.842
