oid,ra,dec,Main identifier,Parrallax,Radial velocity,pmra,pmdec
675830,56.39439305904,23.92682971211,"Cl Melotte   22   705",1.0871,16.09,-5.954,1.203
675831,56.39326991525,23.356030175369998,"Cl Melotte   22   712",1.5963,-1.03455,0.864,-10.319
674514,56.40606268637,24.264201756399995,"Cl Melotte   22   716",0.9926,12.52,4.394,0.369
675832,56.40445824902,23.91334965442,"Cl Melotte   22   719",1.8551,18.11,-5.343,-7.582
674163,56.42688357026,25.057084095239997,"Cl Melotte   22   740",6.1065,5.3845,15.237,-38.46
674489,56.43012142676,24.27005489803,"Cl Melotte   22   750",3.7521,26.3,2.639,-26.929
674212,56.43505524303458,24.22031526084667,"Cl Melotte   22   761",7.5632,43.176102,20.575,-47.2
674516,56.45153206144,24.87847941883,"Cl Melotte   22   775",2.4309,51.66,-22.574,-8.537
675834,56.45771583149,23.34867577644,"Cl Melotte   22   802",1.0007,22.202629,2.388,-2.038
675835,56.46124529514,23.62090545975,"Cl Melotte   22   803",2.9973,-0.84,15.085,-17.107
674517,56.47604533776,24.801885237150003,"Cl Melotte   22   812",4.316,-13.83,-13.101,-5.295
674519,56.50878404487,24.839062665799997,"Cl Melotte   22   854",1.8729,20.6,6.894,-17.422
674521,56.51663538101,24.04547581349,"Cl Melotte   22   874",1.1533,-15.601,6.072,-9.451
674522,56.52408263779,24.74759979585,"Cl Melotte   22   875",0.5282,12.44,-3.204,-2.519
676514,56.51650751625,23.308680751010005,"Cl Melotte   22   884",1.5791,-85.389,-6.344,-17.932
674174,56.5323995,24.8668684,"Cl Melotte   22   885",,7.71656,21.6,-42.2
13871176,56.53240848975416,24.86689396008472,"Cl Melotte   22   885 A",6.9852,7.5181,20.4,-45.428
674525,56.53822056381,24.63417351091,"Cl Melotte   22   902",3.3695,6.07,20.829,-27.792
674195,56.55780653970999,24.201670374819997,"Cl Melotte   22   939",1.2354,-12.84,5.729,-7.609
675805,56.55094808159,23.20828892048,"Cl Melotte   22   945",4.6129,-35.521999,9.14,-48.09
675837,56.56378713256,23.98563294115,"Cl Melotte   22   957",1.4371,-22.72,-0.879,-0.058
674526,56.5775417652,24.8706994359,"Cl Melotte   22   963",0.8545,-16.79,0.981,-6.691
674527,56.57869859675,24.822310447669995,"Cl Melotte   22   964",2.158,20.58,7.538,-3.542
675190,56.57870161405,24.33371386545,"Cl Melotte   22   968",0.7333,3.38,1.52,-0.627
676412,56.58232792297,24.03569402392,"Cl Melotte   22   983",0.6888,28.37,-1.987,-2.124
675838,56.58172146198999,23.52142922698,"Cl Melotte   22   992",3.097,25.16,8.994,-14.934
674180,56.6005656,24.361222800000004,"Cl Melotte   22  1005",7.2,-21.51,12.3,-42.6
675839,56.60061915467,23.32341258832,"Cl Melotte   22  1021",2.116,-16.06,-2.556,0.484
675191,56.62346795813,24.37382957835,"Cl Melotte   22  1041",2.6661,-9.8,10.549,1.98
675840,56.61507335694,23.375212730469997,"Cl Melotte   22  1043",1.1004,57.89,-0.141,3.865
674529,56.62557856130999,24.221682556340003,"Cl Melotte   22  1053",1.6217,6.17,1.109,-10.542
675841,56.619046377340005,23.38007081845,"Cl Melotte   22  1056",4.1251,16.833,10.615,-6.542
675192,56.6311722265,24.333413204939994,"Cl Melotte   22  1062",1.8773,-23.51,-8.861,-11.751
675193,56.63200019359001,24.32371418024,"Cl Melotte   22  1063",2.1696,-13.54,5.56,-14.213
675842,56.633041075369995,23.86181254076,"Cl Melotte   22  1070",5.6896,-12.85,-11.983,-29.621
674531,56.642572906629994,24.13826546027,"Cl Melotte   22  1075",3.6192,11.45,49.923,-40.457
676803,56.63696291010333,23.305331185405556,"Cl Melotte   22  1081",7.4332,6.1579,20.539,-45.045
674532,56.6534681091,24.77061186584,"Cl Melotte   22  1085",1.3883,48.38,3.337,0.863
675845,56.64610406973,23.99108345504,"Cl Melotte   22  1087",0.5323,30.9,0.804,-0.13
675846,56.64407106306,23.801286036860002,"Cl Melotte   22  1088",1.9604,0.37,-6.536,6.337
674183,56.66204453298458,24.520312234804166,"Cl Melotte   22  1110",7.4126,4.93181,20.24,-46.046
675795,56.65567011719,23.848464484199997,"Cl Melotte   22  1113",8.3104,-8.68,-21.069,-40.608
674533,56.66595517854,24.82003019422,"Cl Melotte   22  1116",1.127,-3.29,-6.988,0.812
675614,56.660975329959996,23.99547116068,"Cl Melotte   22  1121",0.4119,-16.474001,5.812,-3.236
674250,56.665988444759996,24.35146475084,"Cl Melotte   22  1123",2.568,36.61,8.947,-16.56
674469,56.68116569351,24.256813643679997,"Cl Melotte   22  1144",2.7011,51.9,4.402,12.643
6346525,56.69025956355,24.34160301416,"Cl Melotte   22  1156",1.6959,9.58,6.794,-9.865
674535,56.69465738089,24.6035387125,"Cl Melotte   22  1159",0.405,-26.12,-0.281,-2.211
675848,56.68944511245,23.8263195285,"Cl Melotte   22  1163",1.4403,-17.19,-0.399,-5.129
674536,56.70029689431,24.55944733777,"Cl Melotte   22  1169",1.1532,22.03,-0.247,-7.343
3572157,56.72913756633,24.92216191093,"Cl Melotte   22  1206",3.7444,58.4,-3.445,11.685
675849,56.7349166776,23.81776738948,"Cl Melotte   22  1228",2.8298,17.38,7.542,-18.391
676516,56.73479668142,23.3088887228,"Cl Melotte   22  1233",1.451,29.157,12.495,7.729
674540,56.74847350212,24.331319766399996,"Cl Melotte   22  1247",1.1503,-57.820999,-1.419,-6.304
675850,56.75120094981,23.98354803559,"Cl Melotte   22  1259",0.9235,24.32,-2.355,-2.999
675851,56.772554239979996,23.43505473068,"Cl Melotte   22  1294",1.3576,14.03,-2.342,-5.377
674542,56.78390852491,24.52609711671,"Cl Melotte   22  1295",0.6705,16.18,0.043,-2.632
676517,56.77949662723,23.481862569370005,"Cl Melotte   22  1303",1.07,37.17,6.708,-12.023
674543,56.79462308547,24.43604176192,"Cl Melotte   22  1313",2.3251,47.0,14.501,-16.459
674544,56.79639275848001,24.20542248154,"Cl Melotte   22  1327",1.3391,-39.38,-1.21,7.815
674546,56.81364345143001,24.19318806451,"Cl Melotte   22  1337",2.7521,57.05,28.601,-12.603
674256,56.825252495,24.39076770231,"Cl Melotte   22  1348",6.979,8.21434,21.257,-45.555
674547,56.82750301138,24.45372273255,"Cl Melotte   22  1351",0.858,87.652,2.234,-1.022
674548,56.83032143111,24.64309736472,"Cl Melotte   22  1353",0.8462,32.71,3.978,-2.102
3550948,56.81744920736,22.9245194789,"Cl Melotte   22  1360",3.2217,15.81,4.037,-17.998
674549,56.836697699999995,24.8745364,"Cl Melotte   22  1361",,-12.68,-10.4,-4.7
675852,56.82873210411999,23.313083409110003,"Cl Melotte   22  1374",0.6151,-22.15,1.593,-9.499
676413,56.83678039137,24.0803794831,"Cl Melotte   22  1377",1.9331,-30.24,-3.996,-7.575
675853,56.84485080491001,23.554456000139997,"Cl Melotte   22  1391",3.7795,-25.13,-6.341,-8.147
675554,56.84983032092126,23.914472494742498,"Cl Melotte   22  1392",7.1856,6.674,19.606,-46.33
676647,56.85247589708,23.899260447799996,"Cl Melotte   22  1403",1.6616,-30.54,3.121,-12.052
674550,56.8623698324,24.508872510700005,"Cl Melotte   22  1411",1.3421,5.53,4.37,-6.64
675855,56.85695872997,23.542125306899997,"Cl Melotte   22  1420",1.8426,-70.06,-8.495,-17.154
11684708,56.87015755625,24.55693035446,"Cl Melotte   22  1426",0.5644,2.22,-0.521,-4.712
674552,56.87117072035,24.433036664900005,"Cl Melotte   22  1428",0.5981,33.077,5.965,-5.674
675183,56.8927818658,25.32575490487,"Cl Melotte   22  1451",0.9207,4.68,-0.807,-3.559
674553,56.89151605606,24.504206858389995,"Cl Melotte   22  1459",0.3571,27.53713,-0.231,-1.492
675858,56.88576519067,23.678963260969997,"Cl Melotte   22  1464",4.5781,28.02,-18.199,-17.756
674554,56.89790055995,24.53610151311,"Cl Melotte   22  1474",1.9001,-37.56,-8.34,-10.762
674555,56.89811542839,24.215373322869997,"Cl Melotte   22  1477",0.6622,3.322224,-0.138,-1.939
675859,56.89899934747,23.285344503169995,"Cl Melotte   22  1495",2.615,22.78,20.416,-3.548
674556,56.92159297954,24.68546568874,"Cl Melotte   22  1519",2.0608,-26.29,-3.719,-17.705
674557,56.9181270242,24.1492645364,"Cl Melotte   22  1522",1.8582,32.125,6.472,-1.797
674558,56.91985685693,24.13810287718,"Cl Melotte   22  1526",2.8429,-29.23,-3.28,-17.595
674559,56.92958772521,24.28208181104,"Cl Melotte   22  1538",2.2819,14.4,1.227,0.717
674560,56.93712809684,24.68160370122,"Cl Melotte   22  1552",2.0515,-19.84,-3.741,-17.633
675619,56.9395468835,23.72228056752,"Cl Melotte   22  1570",0.2267,-0.868194,2.103,-0.542
676427,56.9477538512,23.9076152931,"Cl Melotte   22  1576",3.7812,16.12,5.032,-11.364
674563,56.96237267202001,24.367400931089996,"Cl Melotte   22  1597",0.3874,1.71,-0.971,-2.422
675860,56.9607317136,23.40984367249,"Cl Melotte   22  1607",1.8487,-37.15,5.117,-10.747
675861,56.97092188291,23.79316483778,"Cl Melotte   22  1616",2.2515,4.69,15.81,5.698
676521,56.97524294498,23.82381410263,"Cl Melotte   22  1624",0.954,-7.78,3.653,-3.449
674566,56.98094797881,24.302088745169996,"Cl Melotte   22  1627",1.8799,66.52,0.36,-5.038
674567,56.98841498877,24.763336308880003,"Cl Melotte   22  1632",0.8373,1.71,3.477,-3.038
676522,56.97902455113,23.68955918475,"Cl Melotte   22  1635",0.519,16.747481,-0.332,3.452
676523,56.98310744935001,23.696002829659996,"Cl Melotte   22  1640",4.1884,34.19,35.328,-6.118
674568,56.98849353185,24.32984320668,"Cl Melotte   22  1642",1.4996,-48.07,-7.556,-7.259
675862,56.9834332465,23.74356664064,"Cl Melotte   22  1643",1.0669,18.94,9.234,-5.659
675863,56.98420182057001,23.59198386123,"Cl Melotte   22  1646",2.4915,7.61,-2.919,-8.404
675197,56.99563539263,24.73854692677,"Cl Melotte   22  1647",0.4171,-43.28,5.228,-4.594
675864,56.9859968749429,23.4342178360007,"Cl Melotte   22  1656",,-6.86,-5.177,-7.461
7819526,56.98883529489,23.58761836973,"Cl Melotte   22  1660",0.307,14.633,3.471,-0.587
675896,57.00718014736,24.08790642562,"Cl Melotte   22  1680",0.6125,-20.663,-3.31,-2.515
676316,57.00495764105,23.643285764940003,"Cl Melotte   22  1683",2.4186,-3.4,-2.104,-24.655
676317,57.020641061149995,24.07178558582,"Cl Melotte   22  1713",1.0229,-85.403,-9.698,-6.245
675055,57.02950077479,24.4741400998,"Cl Melotte   22  1719",0.6217,-32.1,15.706,-24.057
675056,57.03979970257,24.85945009404,"Cl Melotte   22  1731",1.8716,25.55,13.632,-3.565
676318,57.03079373322999,23.8652479277,"Cl Melotte   22  1734",2.1874,-35.97,6.883,-7.011
675057,57.03816829116,24.246388566459995,"Cl Melotte   22  1743",2.3017,-70.15,0.496,-24.288
676320,57.05240189634,23.999141673929998,"Cl Melotte   22  1759",0.4675,8.49,1.113,-0.123
676321,57.06216413849,23.651593624,"Cl Melotte   22  1783",0.7531,-5.808,5.201,-5.548
675058,57.06994619665,24.29319234351,"Cl Melotte   22  1786",1.5482,-21.16,11.431,-5.128
675059,57.08248108477,24.84781019543,"Cl Melotte   22  1800",4.2278,10.19,1.733,24.401
675060,57.08337386553,24.77442982766,"Cl Melotte   22  1804",1.9921,-37.88,13.076,-5.575
674785,57.08350938366,24.675006596649997,"Cl Melotte   22  1806",1.7127,20.14,19.364,-16.057
676322,57.07980732439,24.06157334939,"Cl Melotte   22  1809",0.6509,-2.929,5.057,-4.847
676323,57.0819142801,23.722679721,"Cl Melotte   22  1813",1.9182,27.17,24.92,-0.052
675061,57.1006902671,24.86134817734,"Cl Melotte   22  1824",0.4531,25.46,-1.86,-3.073
676324,57.09456163718001,23.591405643790004,"Cl Melotte   22  1836",1.6728,20.88,9.702,-17.991
3741838,57.11211662855,24.99441877291,"Cl Melotte   22  1844",1.0948,7.23,14.839,-10.925
676325,57.10451237448,23.759320466549998,"Cl Melotte   22  1852",1.0896,32.777236,7.579,-6.022
675062,57.11021553685,24.30772430919,"Cl Melotte   22  1855",1.0684,-15.77,-1.954,-5.651
676326,57.10506870013,23.63630004072,"Cl Melotte   22  1857",5.1949,11.27,7.512,-1.456
676327,57.1183687552,24.09218197173,"Cl Melotte   22  1874",1.5797,-49.24,-8.327,-20.896
675063,57.12824653945,24.873444657179995,"Cl Melotte   22  1875",2.8798,28.1,16.553,-10.333
675064,57.1260835104,24.430315860110003,"Cl Melotte   22  1878",1.2632,-24.59,-4.066,-6.099
675065,57.12924820206,24.27418866782,"Cl Melotte   22  1890",1.7364,52.48,16.669,-10.245
676329,57.13077332746,23.61717161492,"Cl Melotte   22  1901",0.2664,26.646999,1.159,-0.506
676330,57.13748327593,23.909843447309996,"Cl Melotte   22  1906",1.1071,28.378,16.058,-1.903
676331,57.14137831387,24.07956936283,"Cl Melotte   22  1909",0.9364,-46.11,-2.171,-6.974
676332,57.14798908057,23.819170866129998,"Cl Melotte   22  1925",0.6839,10.194,2.904,-7.81
675068,57.15854976895,24.7819017413,"Cl Melotte   22  1930",1.2098,-40.34,7.587,-17.841
675069,57.16427914037,24.68261394065,"Cl Melotte   22  1942",4.7663,-15.07,-20.36,-9.197
675070,57.16831050888,24.455568534650002,"Cl Melotte   22  1949",1.5082,26.96,11.464,-3.812
675071,57.1716169767,24.773310066640004,"Cl Melotte   22  1950",1.4786,-18.87,6.524,-5.49
676333,57.15910217347,23.31909451793,"Cl Melotte   22  1954",2.8802,19.82,-0.1,-11.897
676524,57.16447491981,23.77844569388,"Cl Melotte   22  1955",1.117,20.452999,4.507,-10.136
676334,57.1657190387,23.29944418574,"Cl Melotte   22  1967",2.2168,9.22,2.044,-7.548
676525,57.17226455005,23.7813808826,"Cl Melotte   22  1969",1.8162,30.3,14.451,-12.289
675201,57.17733242152,24.331338811660004,"Cl Melotte   22  1970",1.3312,19.79,7.216,-6.294
675072,57.18024402906,24.483284627570004,"Cl Melotte   22  1972",1.6623,-49.7,-10.881,-13.631
676526,57.17565831219999,23.83395895357,"Cl Melotte   22  1974",1.1805,4.55,7.932,-9.918
675202,57.18040178462,24.32316090499,"Cl Melotte   22  1975",0.3101,-25.79,2.487,0.654
676335,57.18352722966,23.88842271918,"Cl Melotte   22  1987",1.2768,19.61,7.195,-9.641
675074,57.19150555091,24.32877845327,"Cl Melotte   22  1991",1.7538,-18.18,-0.098,-5.592
676336,57.19220022626,24.149019786869996,"Cl Melotte   22  1996",2.6878,40.56,16.585,5.512
676527,57.18834795173,23.64052713087,"Cl Melotte   22  2004",0.2982,15.86,0.754,-4.643
674658,57.203974819828744,24.267385056349163,"Cl Melotte   22  2027",6.8979,7.29174,17.792,-47.539
676337,57.19969657837,23.42442116418,"Cl Melotte   22  2035",0.8917,-29.28,-3.248,-4.022
675077,57.21447301196001,24.77585095935,"Cl Melotte   22  2036",1.7116,-65.58,8.826,-13.266
675078,57.214305454549994,24.29101803015,"Cl Melotte   22  2046",2.1941,-9.67,-5.293,-9.199
675079,57.22636495642,24.54568014866,"Cl Melotte   22  2056",1.4172,11.17,10.028,-6.658
676338,57.22907899067,24.141461489809995,"Cl Melotte   22  2068",3.1713,-20.31,-13.047,-21.788
676339,57.2262963321,23.76830192924,"Cl Melotte   22  2069",1.3782,-9.24,1.207,-9.799
676340,57.22690615759,23.83368110133,"Cl Melotte   22  2070",1.6235,-16.54,-2.985,-4.351
676341,57.22840238026001,23.79188525844,"Cl Melotte   22  2073",0.8738,-1.62,0.377,-6.725
676342,57.2337458841,24.02392773134,"Cl Melotte   22  2079",1.0417,-35.035,8.126,-9.263
675203,57.24550690963,24.26789833736,"Cl Melotte   22  2097",1.2723,-27.240101,1.673,-11.421
676344,57.24759969438001,23.88629505922,"Cl Melotte   22  2102",0.4494,-19.66,-2.084,-2.168
675080,57.25677209581,24.71351749861,"Cl Melotte   22  2104",0.3398,-25.93,1.259,-2.916
676159,57.24369374675,23.20117885288,"Cl Melotte   22  2106",7.1485,5.71615,22.18,-41.072
676032,57.259723534255414,23.252436571289167,"Cl Melotte   22  2126",7.2668,6.13083,19.731,-44.428
676346,57.267473025060006,23.3348383937,"Cl Melotte   22  2138",0.9758,-13.75,3.03,-7.651
676347,57.27435237362,23.65467093454,"Cl Melotte   22  2148",1.0018,18.93,0.698,-6.088
676348,57.2794028335,23.9672345345,"Cl Melotte   22  2152",1.3421,2.29,8.519,2.206
676349,57.28127234632,24.0110806429,"Cl Melotte   22  2155",0.4811,-20.03,2.01,3.336
676351,57.29116806716001,23.86813086681,"Cl Melotte   22  2173",3.5096,9.38,8.102,-6.912
675083,57.29818237486,24.385485928810002,"Cl Melotte   22  2179",1.9378,42.96,25.748,-17.17
676353,57.29092898533,23.61273174522,"Cl Melotte   22  2182",3.9113,0.19,-1.976,5.838
675030,57.29895835562001,24.235624954059997,"Cl Melotte   22  2185",3.3439,31.44,10.884,-34.23
676354,57.2944937295,23.52984776642,"Cl Melotte   22  2190",0.8719,35.737999,4.034,-1.352
676528,57.299700271,24.06409682244,"Cl Melotte   22  2191",0.693,-17.86,1.044,-4.357
675084,57.310577005409996,24.478787958600005,"Cl Melotte   22  2204",1.394,22.0,1.698,1.617
676033,57.30128112859208,23.22834511958,"Cl Melotte   22  2209",7.451,6.58038,19.729,-46.045
675085,57.3250008543,24.414832982589996,"Cl Melotte   22  2229",2.5554,23.83,0.182,-8.838
675086,57.32990249216,24.253308093380003,"Cl Melotte   22  2241",1.1725,48.584,1.92,3.658
676356,57.333497022989995,24.02582277203,"Cl Melotte   22  2253",1.2959,-6.28,-0.905,-1.745
675087,57.33635720661001,24.265444636879998,"Cl Melotte   22  2255",1.9832,25.32,5.241,-11.123
676358,57.33323997283999,23.594761867530003,"Cl Melotte   22  2266",0.5469,5.815,2.005,-0.885
675204,57.35296933091,24.8701508924,"Cl Melotte   22  2272",1.2074,-48.38,0.008,-11.254
675089,57.35602824379,24.72473831235,"Cl Melotte   22  2279",1.0433,11.52,2.904,-8.417
676359,57.350701246830006,23.477073376400003,"Cl Melotte   22  2290",1.039,14.628,7.443,-8.951
676267,57.35472652501999,23.79502610464,"Cl Melotte   22  2294",0.2688,39.78,2.358,-2.757
676360,57.35702649808,23.808601942520003,"Cl Melotte   22  2296",9.6719,11.147613,15.471,-23.314
675090,57.36712408244,24.310099531809996,"Cl Melotte   22  2304",3.5438,24.13,-4.818,-29.169
11684376,57.369760821415404,23.712190524587502,"Cl Melotte   22  2311",7.5887,5.99732,19.936,-47.449
675092,57.37568072861,24.384612573009996,"Cl Melotte   22  2312",0.8973,-17.36,-0.891,2.009
676361,57.371120562019996,23.88491615384,"Cl Melotte   22  2313",0.3716,28.32,1.017,-1.957
675093,57.37497470408,24.27039293382,"Cl Melotte   22  2314",0.9616,-3.0,-1.665,3.185
675096,57.395642302519995,24.64616797083,"Cl Melotte   22  2340",1.0977,9.04,0.519,-2.298
676362,57.39002355261001,24.03097676434,"Cl Melotte   22  2342",1.7369,43.29,10.466,-6.222
676363,57.39631867706001,24.080505820109998,"Cl Melotte   22  2353",1.0823,-27.77,3.018,-4.317
675098,57.40076740101001,24.25932103615,"Cl Melotte   22  2364",1.4302,-14.11,-1.971,-4.047
674660,57.402266392539154,24.296063758856945,"Cl Melotte   22  2366",7.462,6.63804,18.183,-45.943
675099,57.41531984104001,24.68302221718,"Cl Melotte   22  2384",1.7211,25.22,25.205,-14.731
676424,57.41338774275,24.227460780280005,"Cl Melotte   22  2387",0.6973,-6.54,0.345,-3.107
676365,57.41221934311999,23.95640134553,"Cl Melotte   22  2390",1.0012,11.3,2.261,-2.522
675101,57.42277719779,24.41502769891,"Cl Melotte   22  2400",3.464,-22.53,2.597,-22.389
676366,57.41910023384,24.03750692126,"Cl Melotte   22  2401",1.1922,8.9,0.386,1.307
676117,57.41417333634,23.290106424620003,"Cl Melotte   22  2406",7.1996,-2.71507,18.622,-44.545
676368,57.418821400949994,23.68158708006,"Cl Melotte   22  2408",1.9943,-26.364901,-7.574,-18.102
675102,57.43936085821,24.348523056149997,"Cl Melotte   22  2427",1.6128,5.01,4.423,-12.519
676369,57.44126583535001,23.781210249829996,"Cl Melotte   22  2439",3.4724,70.2,34.399,-10.776
676370,57.44364719507999,23.74485531867,"Cl Melotte   22  2443",5.4477,26.03,50.592,-42.3
676179,57.45982904175249,23.705584190209997,"Cl Melotte   22  2462",7.209,6.98805,19.587,-44.024
675104,57.4681952602,24.508277284710005,"Cl Melotte   22  2466",1.6732,47.41,2.807,-13.056
676372,57.4726746114,24.02942215488,"Cl Melotte   22  2477",1.6585,11.4,7.362,-10.968
675205,57.4770426975,24.341480616380004,"Cl Melotte   22  2482",,-41.81,-6.647,-7.931
675106,57.48790263013,24.58903267436,"Cl Melotte   22  2490",1.8141,41.96,2.661,-2.551
676531,57.48766848372001,23.95065994776,"Cl Melotte   22  2497",5.2105,-23.53,-3.085,-16.345
675107,57.50118927282,24.35956058466,"Cl Melotte   22  2517",1.679,42.61,3.575,-16.251
676533,57.500848826959995,23.91565585306,"Cl Melotte   22  2521",1.417,33.59,-0.413,-1.177
675108,57.51694805403,24.69735222547,"Cl Melotte   22  2532",3.2919,-14.66,47.25,-24.774
675109,57.51814819820999,24.67125879087,"Cl Melotte   22  2538",1.1907,-29.59,5.061,-4.147
675110,57.51887031129,24.62441026327,"Cl Melotte   22  2539",2.8362,-12.11,10.337,-24.24
675882,57.52540550782291,24.215190501665276,"Cl Melotte   22  2554",0.9345,-9.36,-0.249,-14.684
676373,57.52989726204001,24.019195267750003,"Cl Melotte   22  2564",7.476,-1.1,48.707,9.421
676374,57.53401960463,24.1233052258,"Cl Melotte   22  2571",2.0005,1.42,4.777,-9.923
676535,57.54059017971,24.146109667330002,"Cl Melotte   22  2580",0.9276,-7.42,5.238,2.147
676375,57.542365490040005,24.22930871474,"Cl Melotte   22  2581",0.5993,-11.14,4.531,0.594
675113,57.552395291390006,24.469702892569995,"Cl Melotte   22  2598",1.8419,-6.8,-9.818,-13.55
675114,57.55723172539,24.79226256835,"Cl Melotte   22  2600",2.2309,-6.6,-2.182,-0.32
676536,57.55752821629,23.88546055443,"Cl Melotte   22  2612",1.9355,-9.98,17.067,-2.283
676537,57.56033463968999,23.88463201595,"Cl Melotte   22  2623",0.6646,26.43,1.689,-2.743
675116,57.58651430524999,24.47497695872,"Cl Melotte   22  2643",1.4431,-19.81,4.072,-9.179
675027,57.5871082578,24.466747233830002,"Cl Melotte   22  2644",7.2479,5.64751,20.346,-45.483
676377,57.58329571145,23.8818183278,"Cl Melotte   22  2648",1.1281,-16.81,1.25,-8.838
676378,57.58315794082,23.951593475270002,"Cl Melotte   22  2650",13.9498,-96.69,-43.893,-57.701
676268,57.588331425759996,23.95502623991,"Cl Melotte   22  2658",13.9704,-95.42,-44.495,-57.864
676379,57.59254950875,24.22073646361,"Cl Melotte   22  2659",1.1005,-27.51,11.087,-4.549
676280,57.58876903184334,23.096351736880553,"Cl Melotte   22  2665",7.5059,7.24353,19.608,-46.559
675118,57.61070193378001,24.76201751854,"Cl Melotte   22  2675",0.767,47.06,7.666,-6.517
675119,57.61591711836999,24.347915704380004,"Cl Melotte   22  2693",0.9301,2.76,-4.599,-1.457
675172,57.61849602937,24.51792222331,"Cl Melotte   22  2697",2.5929,-29.01,-8.307,-12.449
3550366,57.610171467540006,23.572450091049998,"Cl Melotte   22  2698",3.6518,-2.87,-3.732,-15.439
3578831,57.629357305359996,24.83811509745,"Cl Melotte   22  2708",1.7003,-3.51,10.184,-9.156
3572159,57.6312983179,24.50930688723,"Cl Melotte   22  2717",3.6621,23.96,1.766,-4.608
3572160,57.66126414695001,24.195893177519995,"Cl Melotte   22  2772",1.446,12.0,-3.753,-1.447
675019,57.70222464754999,24.56341083165,"Cl Melotte   22  2830",0.3917,2.97011,1.682,-3.519
676038,57.729518994710425,24.197439392235836,"Cl Melotte   22  2880",7.1569,6.20638,18.857,-43.386
3535755,57.866174305499996,24.56356251227,"Cl Melotte   22  3034",3.2292,43.42,12.78,-37.719
674784,57.91852568661001,24.983169067329996,"Cl Melotte   22  3097",7.1921,13.6694,18.227,-46.381
675021,57.94209239851,24.72679964555,"Cl Melotte   22  3123",0.3787,-14.7995,2.761,-1.381
5493148,58.14806243055,24.71061719087,"Cl Melotte   22  3259",,37.8,41.1,-31.0
661048,55.1432050942025,23.682608789563886,"Cl Melotte   22  3412",7.4986,5.70866,20.546,-45.629
661771,55.79748466275,22.869003126,"Cl* Melotte   22     AK    3050",6.9052,-30.43,3.993,-48.964
675764,56.6331094993,22.17180047758,"Cl* Melotte   22     AK   I-1-104",3.6341,37.74,19.546,-9.544
676294,57.0686875091,22.29153776259,"Cl* Melotte   22     AK   I-1-170",1.3265,80.48,16.006,-16.028
676216,57.54454912679999,22.400698315380005,"Cl* Melotte   22     AK   I-1-232",1.4084,138.12,35.818,-26.084
676219,58.25541504141,23.056992828699997,"Cl* Melotte   22     AK   I-1-293",5.3851,41.867199,32.594,-51.678
661246,55.93015547025,25.7332936102,"Cl* Melotte   22     AK   I-2-148 a",2.8991,78.06,27.308,1.877
674390,56.6875550447,24.929978276639996,"Cl* Melotte   22     AK   I-2-321",1.4226,48.41,6.932,-25.558
674961,57.11730286979,25.37385807254,"Cl* Melotte   22     AK   I-2-449",3.7823,-30.48,23.62,-36.862
661248,55.423304703069995,24.33348605366,"Cl* Melotte   22     AK   I-2-62",4.3194,-8.49524,25.121,-33.232
676213,58.53715499999999,24.3336867,"Cl* Melotte   22     AK   IV-314",,7.42142,14.8,-46.8
13169824,58.53716147243041,24.333695530443055,"Cl* Melotte   22     AK   IV-314 A",7.3675,7.364,16.629,-46.424
661150,54.508488273591674,24.337588491977776,"Cl* Melotte   22     DH      81",7.2081,41.70712848665909,20.702,-43.686
661139,54.55431020405624,24.63805956639361,"Cl* Melotte   22     DH      84",7.3349,33.73564435162036,21.091,-45.712
661123,54.643690207060416,23.672913951296668,"Cl* Melotte   22     DH      91",7.2284,14.35,20.455,-45.041
661122,54.69059196937833,24.46777625667528,"Cl* Melotte   22     DH      94",7.3438,-0.6,20.487,-46.142
661156,54.94308763840751,23.981429114317777,"Cl* Melotte   22     DH     113",7.2709,5.88701,20.56,-44.365
661088,54.94989854898458,23.849155961645554,"Cl* Melotte   22     DH     115",7.7355,6.82796,21.781,-47.448
661141,55.112306384597076,24.237342752352504,"Cl* Melotte   22     DH     140",7.4481,106.23445639335509,20.505,-45.807
661083,55.12800434500458,24.487310047140834,"Cl* Melotte   22     DH     141",7.3651,4.15278,21.815,-44.165
661743,55.13123868884,23.55065444096333,"Cl* Melotte   22     DH     143",7.4884,16.698439456042767,22.035,-46.284
661866,55.21363053117333,23.5984225335925,"Cl* Melotte   22     DH     156",7.5222,5.4699,21.135,-45.757
661820,55.22696564257917,22.907151900786666,"Cl* Melotte   22     DH     159",7.1982,18.06,19.801,-44.309
661865,55.307542070224585,23.384939716035557,"Cl* Melotte   22     DH     166",7.2244,6.46879,19.485,-44.452
661161,55.36198993243792,24.01738282002639,"Cl* Melotte   22     DH     175",7.3311,0.755309,20.348,-45.024
661875,55.3659455612125,23.708340282625276,"Cl* Melotte   22     DH     176",7.45,6.00462,20.26,-45.717
661121,55.37998696738,24.056948671760004,"Cl* Melotte   22     DH     177",7.8596,0.47,21.792,-47.604
662079,55.39496600628417,23.637743780670277,"Cl* Melotte   22     DH     180",7.3462,-13.115919569834164,20.7,-45.866
661022,55.41492425688416,23.763091941534444,"Cl* Melotte   22     DH     184",7.582,5.51376,22.104,-46.896
662082,55.473549235070834,23.457998168367777,"Cl* Melotte   22     DH     193",7.4861,6.9755,21.753,-45.206
